Product_Name,Price,Orders,Avg_Review_Rating,Total_Reviews,Link
"Xiaomi-reloj inteligente deportivo para hombre y mujer, pulsera resistente al agua con control del ritmo cardíaco y de la presión sanguínea para Android e IOS",67.98 MXN$,['1239'],4.7,['21'],http://es.aliexpress.com/item/1005004737237352.html?algo_pvid=a02f4dd4-3377-40d6-bf33-4e53e9390ff2&algo_exp_id=a02f4dd4-3377-40d6-bf33-4e53e9390ff2-0&pdp_ext_f=%7B%22sku_id%22%3A%2212000030290949785%22%7D&pdp_npi=2%40dis%21MXN%21138.76%2167.98%21%21%21%21%21%402101e9d116675009483424286ea683%2112000030290949785%21sea&curPageLogUid=VL90acSbNhEE
