Product_Name,Price,Orders,Avg_Review_Rating,Total_Reviews,Link
"Soporte de pared giratorio e inclinable, soporte en T con brazo articulado hecho/vendido",690.58 MXN$,['166'],5.0,['14'],http://es.aliexpress.com/item/1005004749968333.html?algo_pvid=a02f4dd4-3377-40d6-bf33-4e53e9390ff2&algo_exp_id=a02f4dd4-3377-40d6-bf33-4e53e9390ff2-2&pdp_ext_f=%7B%22sku_id%22%3A%2212000030333612516%22%7D&pdp_npi=2%40dis%21MXN%21690.58%21690.58%21%21%21%21%21%402101e9d116675009483424286ea683%2112000030333612516%21sea&curPageLogUid=JWPx4nnsJ7Gg
