Product_Name,Price,Orders,Avg_Review_Rating,Total_Reviews,Link
"SH-Soporte de luz de escritorio con abrazadera en C, trípode con cabeza de bola de 1/4 "", soporte de sobremesa ajustable para cámara, anillo de luz",690.58 MXN$,['150'],5.0,['16'],http://es.aliexpress.com/item/1005004750201335.html?algo_pvid=a02f4dd4-3377-40d6-bf33-4e53e9390ff2&algo_exp_id=a02f4dd4-3377-40d6-bf33-4e53e9390ff2-1&pdp_ext_f=%7B%22sku_id%22%3A%2212000030334466431%22%7D&pdp_npi=2%40dis%21MXN%21690.58%21690.58%21%21%21%21%21%402101e9d116675009483424286ea683%2112000030334466431%21sea&curPageLogUid=uANXyCGLH8Al
