Product_Name,Price,Orders,Avg_Review_Rating,Total_Reviews,Link
"Reloj inteligente Ultra serie 8 para hombre y mujer, accesorio de pulsera resistente al agua con llamadas, Bluetooth, carga inalámbrica, pantalla HD, compatible con Apple y Xiaomi, 2022",539.59 MXN$,['2655'],4.6,"['32', '7 ']",http://es.aliexpress.com/item/1005004626555268.html?algo_pvid=bc0d6444-6bb2-4a55-8749-085fe61e4eae&aem_p4p_detail=202211031339265756050815965040000490122&algo_exp_id=bc0d6444-6bb2-4a55-8749-085fe61e4eae-4&pdp_ext_f=%7B%22sku_id%22%3A%2212000029884275584%22%7D&pdp_npi=2%40dis%21MXN%21817.51%21539.59%21%21%21%21%21%40210318b916675079664921606ed0b8%2112000029884275584%21sea&curPageLogUid=Sl1Dp0vheHF8&ad_pvid=202211031339265756050815965040000490122_1
