Product_Name,Price,Orders,Avg_Review_Rating,Total_Reviews,Link
"Pulsera inteligente D18 con pantalla redonda a Color, monitor de ritmo cardíaco, presión arterial, sueño, podómetro, deportes, Fitness",0,['5564'],4.3,"['38', '3 ']",http://es.aliexpress.com/item/1005004609736677.html?algo_pvid=bc0d6444-6bb2-4a55-8749-085fe61e4eae&algo_exp_id=bc0d6444-6bb2-4a55-8749-085fe61e4eae-3&pdp_ext_f=%7B%22sku_id%22%3A%2212000029818431786%22%7D&pdp_npi=2%40dis%21MXN%21167.83%210.2%21%21%21%21%21%40210318b916675079664921606ed0b8%2112000029818431786%21sea&curPageLogUid=dp5Z4tL4fE3D
