Product_Name,Price,Orders,Avg_Review_Rating,Total_Reviews,Link
"Pulsera inteligente Y68 D20, reloj deportivo con control del ritmo cardíaco y de la presión sanguínea, Bluetooth, pantalla a Color, regalo, producción electrónica",0,['6844'],4.6,"['80', '7 ']",http://es.aliexpress.com/item/1005004609708915.html?algo_pvid=bc0d6444-6bb2-4a55-8749-085fe61e4eae&algo_exp_id=bc0d6444-6bb2-4a55-8749-085fe61e4eae-5&pdp_ext_f=%7B%22sku_id%22%3A%2212000029818350706%22%7D&pdp_npi=2%40dis%21MXN%21157.21%210.2%21%21%21%21%21%40210318b916675079664921606ed0b8%2112000029818350706%21sea&curPageLogUid=oPuFKSVcuH4R
